,Class,
61309,[1.0],1
61310,[2.0],2
61311,[3.0],3
61312,[2.0],2
61313,[2.0],2
61314,[3.0],3
61315,[2.0],2
61316,[1.0],1
61317,[1.0],1
61318,[2.0],2
61319,[1.0],1
61320,[2.0],2
61321,[2.0],2
61322,[1.0],1
61323,[1.0],1
61324,[3.0],3
61325,[2.0],2
61326,[1.0],1
61327,[1.0],1
61328,[2.0],2
61329,[3.0],3
61330,[2.0],2
61331,[2.0],2
61332,[1.0],1
61333,[2.0],2
61334,[2.0],2
61335,[2.0],2
61336,[2.0],2
61337,[2.0],2
61338,[1.0],1
61339,[1.0],1
61340,[2.0],2
61341,[3.0],3
61342,[3.0],3
61343,[3.0],3
61344,[3.0],3
61345,[1.0],1
61346,[3.0],3
61347,[2.0],2
61348,[3.0],3
61349,[2.0],2
61350,[1.0],1
61351,[2.0],2
61352,[3.0],3
61353,[2.0],2
61354,[3.0],3
61355,[3.0],3
61356,[1.0],1
61357,[1.0],1
61358,[1.0],1
61359,[1.0],1
61360,[3.0],3
61361,[2.0],2
61362,[1.0],1
61363,[3.0],3
61364,[2.0],2
61365,[2.0],2
61366,[3.0],3
61367,[2.0],2
61368,[2.0],2
61369,[1.0],1
61370,[3.0],3
61371,[3.0],3
61372,[1.0],1
61373,[1.0],1
61374,[2.0],2
61375,[3.0],3
61376,[2.0],2
61377,[3.0],3
61378,[1.0],1
61379,[3.0],3
61380,[2.0],2
61381,[3.0],3
61382,[1.0],1
61383,[1.0],1
61384,[1.0],1
61385,[3.0],3
61386,[1.0],1
61387,[1.0],1
61388,[2.0],2
61389,[3.0],3
61390,[3.0],3
61391,[2.0],2
61392,[2.0],2
61393,[2.0],2
61394,[1.0],1
61395,[2.0],2
61396,[2.0],2
61397,[3.0],3
61398,[2.0],2
61399,[3.0],3
61400,[3.0],3
61401,[2.0],2
61402,[1.0],1
61403,[1.0],1
61404,[3.0],3
61405,[3.0],3
61406,[3.0],3
61407,[2.0],2
61408,[1.0],1
61409,[3.0],3
61410,[2.0],2
61411,[1.0],1
61412,[1.0],1
61413,[1.0],1
61414,[3.0],3
61415,[1.0],1
61416,[1.0],1
61417,[2.0],2
61418,[2.0],2
61419,[2.0],2
61420,[3.0],3
61421,[1.0],1
61422,[2.0],2
61423,[1.0],1
61424,[1.0],1
61425,[1.0],1
61426,[2.0],2
61427,[2.0],2
61428,[3.0],3
61429,[3.0],3
61430,[3.0],3
61431,[2.0],2
61432,[2.0],2
61433,[2.0],2
61434,[2.0],2
61435,[3.0],3
61436,[2.0],2
61437,[2.0],2
61438,[3.0],3
61439,[1.0],1
61440,[2.0],2
61441,[2.0],2
61442,[2.0],2
61443,[3.0],3
61444,[3.0],3
61445,[3.0],3
61446,[3.0],3
61447,[1.0],1
61448,[2.0],2
61449,[1.0],1
61450,[1.0],1
61451,[2.0],2
61452,[3.0],3
61453,[3.0],3
61454,[1.0],1
61455,[3.0],3
61456,[2.0],2
61457,[2.0],2
61458,[3.0],3
61459,[1.0],1
61460,[3.0],3
61461,[3.0],3
61462,[1.0],1
61463,[3.0],3
61464,[3.0],3
61465,[1.0],1
61466,[3.0],3
61467,[3.0],3
61468,[3.0],3
61469,[2.0],2
61470,[3.0],3
61471,[3.0],3
61472,[1.0],1
61473,[3.0],3
61474,[2.0],2
61475,[1.0],1
61476,[1.0],1
61477,[2.0],2
61478,[2.0],2
61479,[3.0],3
61480,[2.0],2
61481,[2.0],2
61482,[1.0],1
61483,[3.0],3
61484,[3.0],3
61485,[2.0],2
61486,[1.0],1
61487,[2.0],2
61488,[1.0],1
61489,[2.0],2
61490,[2.0],2
61491,[3.0],3
61492,[2.0],2
61493,[2.0],2
61494,[2.0],2
61495,[2.0],2
61496,[3.0],3
61497,[1.0],1
61498,[3.0],3
61499,[1.0],1
61500,[3.0],3
61501,[2.0],2
61502,[1.0],1
61503,[3.0],3
61504,[2.0],2
61505,[3.0],3
61506,[1.0],1
61507,[1.0],1
61508,[3.0],3
61509,[2.0],2
61510,[3.0],3
61511,[1.0],1
61512,[1.0],1
61513,[2.0],2
61514,[1.0],1
61515,[3.0],3
61516,[1.0],1
61517,[1.0],1
61518,[1.0],1
61519,[3.0],3
61520,[3.0],3
61521,[3.0],3
61522,[1.0],1
61523,[3.0],3
61524,[3.0],3
61525,[3.0],3
61526,[1.0],1
61527,[1.0],1
61528,[2.0],2
61529,[2.0],2
61530,[2.0],2
61531,[1.0],1
61532,[1.0],1
61533,[2.0],2
61534,[2.0],2
61535,[1.0],1
61536,[2.0],2
61537,[1.0],1
61538,[1.0],1
61539,[1.0],1
61540,[1.0],1
61541,[1.0],1
61542,[2.0],2
61543,[2.0],2
61544,[3.0],3
61545,[3.0],3
61546,[2.0],2
61547,[2.0],2
61548,[1.0],1
61549,[3.0],3
61550,[3.0],3
61551,[2.0],2
61552,[3.0],3
61553,[2.0],2
61554,[3.0],3
61555,[1.0],1
61556,[1.0],1
61557,[3.0],3
61558,[3.0],3
61559,[2.0],2
61560,[2.0],2
61561,[2.0],2
61562,[3.0],3
61563,[1.0],1
61564,[2.0],2
61565,[3.0],3
61566,[3.0],3
61567,[1.0],1
61568,[3.0],3
61569,[2.0],2
61570,[2.0],2
61571,[3.0],3
61572,[1.0],1
61573,[1.0],1
61574,[3.0],3
61575,[1.0],1
61576,[3.0],3
61577,[3.0],3
61578,[2.0],2
61579,[2.0],2
61580,[3.0],3
61581,[2.0],2
61582,[2.0],2
61583,[3.0],3
61584,[1.0],1
61585,[1.0],1
61586,[2.0],2
61587,[2.0],2
61588,[1.0],1
61589,[3.0],3
61590,[3.0],3
61591,[2.0],2
61592,[1.0],1
61593,[2.0],2
61594,[1.0],1
61595,[3.0],3
61596,[3.0],3
61597,[1.0],1
61598,[2.0],2
61599,[1.0],1
61600,[3.0],3
61601,[1.0],1
61602,[3.0],3
61603,[1.0],1
61604,[3.0],3
61605,[2.0],2
61606,[3.0],3
61607,[2.0],2
61608,[2.0],2
61609,[1.0],1
61610,[1.0],1
61611,[2.0],2
61612,[3.0],3
61613,[3.0],3
61614,[1.0],1
61615,[3.0],3
61616,[1.0],1
61617,[2.0],2
61618,[1.0],1
61619,[2.0],2
61620,[1.0],1
61621,[1.0],1
61622,[3.0],3
61623,[3.0],3
61624,[1.0],1
61625,[3.0],3
61626,[2.0],2
61627,[3.0],3
61628,[2.0],2
61629,[3.0],3
61630,[3.0],3
61631,[2.0],2
61632,[1.0],1
61633,[1.0],1
61634,[1.0],1
61635,[3.0],3
61636,[3.0],3
61637,[1.0],1
61638,[3.0],3
61639,[3.0],3
61640,[1.0],1
61641,[2.0],2
61642,[2.0],2
61643,[2.0],2
61644,[2.0],2
61645,[1.0],1
61646,[1.0],1
61647,[2.0],2
61648,[3.0],3
61649,[3.0],3
61650,[1.0],1
61651,[2.0],2
61652,[3.0],3
61653,[3.0],3
61654,[1.0],1
61655,[1.0],1
61656,[1.0],1
61657,[3.0],3
61658,[3.0],3
61659,[3.0],3
61660,[2.0],2
61661,[1.0],1
61662,[3.0],3
61663,[3.0],3
61664,[1.0],1
61665,[1.0],1
61666,[1.0],1
61667,[2.0],2
61668,[1.0],1
61669,[1.0],1
61670,[1.0],1
61671,[3.0],3
61672,[1.0],1
61673,[3.0],3
61674,[2.0],2
61675,[3.0],3
61676,[3.0],3
61677,[2.0],2
61678,[1.0],1
61679,[3.0],3
61680,[1.0],1
61681,[2.0],2
61682,[3.0],3
61683,[3.0],3
61684,[1.0],1
61685,[3.0],3
61686,[2.0],2
61687,[2.0],2
61688,[3.0],3
61689,[3.0],3
61690,[3.0],3
61691,[2.0],2
61692,[3.0],3
61693,[2.0],2
61694,[1.0],1
61695,[1.0],1
61696,[3.0],3
61697,[1.0],1
61698,[2.0],2
61699,[2.0],2
61700,[3.0],3
61701,[3.0],3
61702,[2.0],2
61703,[3.0],3
61704,[2.0],2
61705,[1.0],1
61706,[3.0],3
61707,[1.0],1
61708,[1.0],1
61709,[2.0],2
61710,[3.0],3
61711,[3.0],3
61712,[1.0],1
61713,[2.0],2
61714,[1.0],1
61715,[3.0],3
61716,[2.0],2
61717,[2.0],2
61718,[2.0],2
61719,[2.0],2
61720,[2.0],2
61721,[2.0],2
61722,[1.0],1
61723,[3.0],3
61724,[2.0],2
61725,[1.0],1
61726,[3.0],3
61727,[2.0],2
61728,[3.0],3
61729,[3.0],3
61730,[2.0],2
61731,[3.0],3
61732,[2.0],2
61733,[3.0],3
61734,[3.0],3
61735,[2.0],2
61736,[1.0],1
61737,[1.0],1
61738,[1.0],1
61739,[3.0],3
61740,[2.0],2
61741,[1.0],1
61742,[3.0],3
61743,[3.0],3
61744,[3.0],3
61745,[2.0],2
61746,[3.0],3
61747,[3.0],3
61748,[2.0],2
61749,[2.0],2
61750,[1.0],1
61751,[2.0],2
61752,[3.0],3
61753,[2.0],2
61754,[2.0],2
61755,[3.0],3
61756,[2.0],2
61757,[3.0],3
61758,[1.0],1
61759,[1.0],1
61760,[1.0],1
61761,[2.0],2
61762,[1.0],1
61763,[3.0],3
61764,[3.0],3
61765,[2.0],2
61766,[2.0],2
61767,[1.0],1
61768,[1.0],1
61769,[3.0],3
61770,[3.0],3
61771,[1.0],1
61772,[2.0],2
61773,[2.0],2
61774,[3.0],3
61775,[2.0],2
61776,[2.0],2
61777,[3.0],3
61778,[3.0],3
61779,[3.0],3
61780,[3.0],3
61781,[2.0],2
61782,[3.0],3
61783,[3.0],3
61784,[1.0],1
61785,[1.0],1
61786,[2.0],2
61787,[1.0],1
61788,[1.0],1
61789,[2.0],2
61790,[1.0],1
61791,[2.0],2
61792,[1.0],1
61793,[1.0],1
61794,[2.0],2
61795,[3.0],3
61796,[2.0],2
61797,[3.0],3
61798,[1.0],1
61799,[3.0],3
61800,[2.0],2
61801,[1.0],1
61802,[2.0],2
61803,[3.0],3
61804,[2.0],2
61805,[3.0],3
61806,[1.0],1
61807,[3.0],3
61808,[1.0],1
61809,[2.0],2
61810,[1.0],1
61811,[1.0],1
61812,[3.0],3
61813,[2.0],2
61814,[1.0],1
61815,[2.0],2
61816,[2.0],2
61817,[2.0],2
61818,[1.0],1
61819,[2.0],2
61820,[2.0],2
61821,[1.0],1
61822,[3.0],3
61823,[3.0],3
61824,[2.0],2
61825,[2.0],2
61826,[1.0],1
61827,[1.0],1
61828,[2.0],2
61829,[1.0],1
61830,[2.0],2
61831,[2.0],2
61832,[2.0],2
61833,[2.0],2
61834,[3.0],3
61835,[1.0],1
61836,[3.0],3
61837,[2.0],2
61838,[2.0],2
61839,[1.0],1
61840,[3.0],3
61841,[3.0],3
61842,[3.0],3
61843,[3.0],3
61844,[1.0],1
61845,[3.0],3
61846,[1.0],1
61847,[3.0],3
61848,[1.0],1
61849,[3.0],3
61850,[3.0],3
61851,[2.0],2
61852,[1.0],1
61853,[3.0],3
61854,[3.0],3
61855,[2.0],2
61856,[2.0],2
61857,[1.0],1
61858,[3.0],3
61859,[1.0],1
61860,[1.0],1
61861,[2.0],2
61862,[1.0],1
61863,[2.0],2
61864,[1.0],1
61865,[3.0],3
61866,[2.0],2
61867,[3.0],3
61868,[3.0],3
61869,[2.0],2
61870,[1.0],1
61871,[1.0],1
61872,[3.0],3
61873,[2.0],2
61874,[3.0],3
61875,[3.0],3
61876,[3.0],3
61877,[3.0],3
61878,[2.0],2
61879,[3.0],3
61880,[3.0],3
61881,[1.0],1
61882,[3.0],3
61883,[2.0],2
61884,[2.0],2
61885,[3.0],3
61886,[3.0],3
61887,[2.0],2
61888,[3.0],3
61889,[3.0],3
61890,[2.0],2
61891,[3.0],3
61892,[2.0],2
61893,[3.0],3
61894,[1.0],1
61895,[3.0],3
61896,[1.0],1
61897,[1.0],1
61898,[1.0],1
61899,[1.0],1
61900,[2.0],2
61901,[2.0],2
61902,[1.0],1
61903,[1.0],1
61904,[2.0],2
61905,[3.0],3
61906,[2.0],2
61907,[1.0],1
61908,[3.0],3
61909,[3.0],3
61910,[1.0],1
61911,[3.0],3
61912,[1.0],1
61913,[1.0],1
61914,[2.0],2
61915,[1.0],1
61916,[1.0],1
61917,[1.0],1
61918,[2.0],2
61919,[1.0],1
61920,[1.0],1
61921,[3.0],3
61922,[3.0],3
61923,[1.0],1
61924,[2.0],2
61925,[2.0],2
61926,[3.0],3
61927,[3.0],3
61928,[2.0],2
61929,[3.0],3
61930,[2.0],2
61931,[2.0],2
61932,[2.0],2
61933,[2.0],2
61934,[3.0],3
61935,[2.0],2
61936,[2.0],2
61937,[2.0],2
61938,[2.0],2
61939,[3.0],3
61940,[1.0],1
61941,[2.0],2
61942,[1.0],1
61943,[1.0],1
61944,[2.0],2
61945,[3.0],3
61946,[3.0],3
61947,[3.0],3
61948,[1.0],1
61949,[3.0],3
61950,[1.0],1
61951,[1.0],1
61952,[1.0],1
61953,[2.0],2
61954,[1.0],1
61955,[1.0],1
61956,[3.0],3
61957,[3.0],3
61958,[3.0],3
61959,[2.0],2
61960,[2.0],2
61961,[2.0],2
61962,[1.0],1
61963,[2.0],2
61964,[1.0],1
61965,[2.0],2
61966,[2.0],2
61967,[2.0],2
61968,[2.0],2
61969,[2.0],2
61970,[2.0],2
61971,[3.0],3
61972,[2.0],2
61973,[1.0],1
61974,[3.0],3
61975,[1.0],1
61976,[3.0],3
61977,[2.0],2
61978,[1.0],1
61979,[3.0],3
61980,[2.0],2
61981,[2.0],2
61982,[1.0],1
61983,[2.0],2
61984,[2.0],2
61985,[2.0],2
61986,[2.0],2
61987,[1.0],1
61988,[3.0],3
61989,[1.0],1
61990,[1.0],1
61991,[3.0],3
61992,[3.0],3
61993,[3.0],3
61994,[1.0],1
61995,[3.0],3
61996,[3.0],3
61997,[3.0],3
61998,[2.0],2
61999,[2.0],2
62000,[2.0],2
62001,[3.0],3
62002,[3.0],3
62003,[1.0],1
62004,[1.0],1
62005,[2.0],2
62006,[2.0],2
62007,[1.0],1
62008,[1.0],1
62009,[2.0],2
62010,[2.0],2
62011,[1.0],1
62012,[3.0],3
62013,[1.0],1
62014,[3.0],3
62015,[2.0],2
62016,[2.0],2
62017,[1.0],1
62018,[3.0],3
62019,[3.0],3
62020,[1.0],1
62021,[1.0],1
62022,[3.0],3
62023,[1.0],1
62024,[1.0],1
62025,[1.0],1
62026,[1.0],1
62027,[2.0],2
62028,[2.0],2
62029,[1.0],1
62030,[1.0],1
62031,[3.0],3
62032,[1.0],1
62033,[2.0],2
62034,[3.0],3
62035,[1.0],1
62036,[1.0],1
62037,[2.0],2
62038,[2.0],2
62039,[1.0],1
62040,[3.0],3
62041,[3.0],3
62042,[3.0],3
62043,[1.0],1
62044,[1.0],1
62045,[2.0],2
62046,[1.0],1
62047,[2.0],2
62048,[3.0],3
62049,[3.0],3
62050,[3.0],3
62051,[2.0],2
62052,[1.0],1
62053,[2.0],2
62054,[2.0],2
62055,[3.0],3
62056,[2.0],2
62057,[1.0],1
62058,[2.0],2
62059,[3.0],3
62060,[1.0],1
62061,[2.0],2
62062,[3.0],3
62063,[3.0],3
62064,[1.0],1
62065,[1.0],1
62066,[2.0],2
62067,[2.0],2
62068,[3.0],3
62069,[3.0],3
62070,[3.0],3
62071,[2.0],2
62072,[1.0],1
62073,[2.0],2
62074,[1.0],1
62075,[2.0],2
62076,[2.0],2
62077,[3.0],3
62078,[2.0],2
62079,[2.0],2
62080,[2.0],2
62081,[3.0],3
62082,[3.0],3
62083,[2.0],2
62084,[1.0],1
62085,[3.0],3
62086,[2.0],2
62087,[2.0],2
62088,[1.0],1
62089,[3.0],3
62090,[2.0],2
62091,[1.0],1
62092,[1.0],1
62093,[1.0],1
62094,[1.0],1
62095,[2.0],2
62096,[1.0],1
62097,[3.0],3
62098,[1.0],1
62099,[1.0],1
62100,[1.0],1
62101,[2.0],2
62102,[3.0],3
62103,[2.0],2
62104,[3.0],3
62105,[3.0],3
62106,[3.0],3
62107,[1.0],1
62108,[3.0],3
62109,[2.0],2
62110,[1.0],1
62111,[2.0],2
62112,[1.0],1
62113,[2.0],2
62114,[1.0],1
62115,[1.0],1
62116,[2.0],2
62117,[2.0],2
62118,[3.0],3
62119,[3.0],3
62120,[1.0],1
62121,[3.0],3
62122,[2.0],2
62123,[1.0],1
62124,[3.0],3
62125,[1.0],1
62126,[3.0],3
62127,[1.0],1
62128,[2.0],2
62129,[2.0],2
62130,[3.0],3
62131,[3.0],3
62132,[3.0],3
62133,[1.0],1
62134,[2.0],2
62135,[2.0],2
62136,[2.0],2
62137,[1.0],1
62138,[1.0],1
62139,[1.0],1
62140,[1.0],1
62141,[3.0],3
62142,[3.0],3
62143,[1.0],1
62144,[2.0],2
62145,[3.0],3
62146,[1.0],1
62147,[3.0],3
62148,[3.0],3
62149,[2.0],2
62150,[2.0],2
62151,[1.0],1
62152,[2.0],2
62153,[1.0],1
62154,[3.0],3
62155,[3.0],3
62156,[2.0],2
62157,[3.0],3
62158,[2.0],2
62159,[3.0],3
62160,[1.0],1
62161,[3.0],3
62162,[1.0],1
62163,[2.0],2
62164,[1.0],1
62165,[2.0],2
62166,[2.0],2
62167,[3.0],3
62168,[1.0],1
62169,[3.0],3
62170,[3.0],3
62171,[3.0],3
62172,[1.0],1
62173,[2.0],2
62174,[1.0],1
62175,[3.0],3
62176,[3.0],3
62177,[3.0],3
62178,[3.0],3
62179,[3.0],3
62180,[2.0],2
62181,[2.0],2
62182,[2.0],2
62183,[3.0],3
62184,[2.0],2
62185,[2.0],2
62186,[2.0],2
62187,[3.0],3
62188,[3.0],3
62189,[1.0],1
62190,[2.0],2
62191,[3.0],3
62192,[2.0],2
62193,[1.0],1
62194,[2.0],2
62195,[2.0],2
62196,[1.0],1
62197,[3.0],3
62198,[2.0],2
62199,[3.0],3
62200,[1.0],1
62201,[1.0],1
62202,[1.0],1
62203,[3.0],3
62204,[1.0],1
62205,[1.0],1
62206,[2.0],2
62207,[1.0],1
62208,[1.0],1
62209,[1.0],1
62210,[2.0],2
62211,[3.0],3
62212,[1.0],1
62213,[2.0],2
62214,[1.0],1
62215,[1.0],1
62216,[1.0],1
62217,[1.0],1
62218,[1.0],1
62219,[2.0],2
62220,[2.0],2
62221,[3.0],3
62222,[3.0],3
62223,[3.0],3
62224,[3.0],3
62225,[2.0],2
62226,[2.0],2
62227,[1.0],1
62228,[2.0],2
62229,[3.0],3
62230,[1.0],1
62231,[3.0],3
62232,[1.0],1
62233,[2.0],2
62234,[1.0],1
62235,[2.0],2
62236,[2.0],2
62237,[1.0],1
62238,[3.0],3
62239,[3.0],3
62240,[1.0],1
62241,[2.0],2
62242,[2.0],2
62243,[2.0],2
62244,[3.0],3
62245,[1.0],1
62246,[1.0],1
62247,[2.0],2
62248,[3.0],3
62249,[3.0],3
62250,[2.0],2
62251,[3.0],3
62252,[1.0],1
62253,[3.0],3
62254,[2.0],2
62255,[1.0],1
62256,[3.0],3
62257,[1.0],1
62258,[2.0],2
62259,[3.0],3
62260,[2.0],2
62261,[1.0],1
62262,[2.0],2
62263,[1.0],1
62264,[1.0],1
62265,[3.0],3
62266,[3.0],3
62267,[2.0],2
62268,[1.0],1
62269,[1.0],1
62270,[3.0],3
62271,[2.0],2
62272,[1.0],1
62273,[3.0],3
62274,[3.0],3
62275,[3.0],3
62276,[1.0],1
62277,[2.0],2
62278,[2.0],2
62279,[3.0],3
62280,[3.0],3
62281,[3.0],3
62282,[2.0],2
62283,[3.0],3
62284,[2.0],2
62285,[3.0],3
62286,[1.0],1
62287,[3.0],3
62288,[3.0],3
62289,[1.0],1
62290,[3.0],3
62291,[3.0],3
62292,[1.0],1
62293,[3.0],3
62294,[2.0],2
62295,[3.0],3
62296,[1.0],1
62297,[3.0],3
62298,[3.0],3
62299,[3.0],3
62300,[3.0],3
62301,[3.0],3
62302,[2.0],2
62303,[2.0],2
62304,[2.0],2
62305,[1.0],1
62306,[3.0],3
62307,[2.0],2
62308,[3.0],3
62309,[3.0],3
62310,[2.0],2
62311,[3.0],3
62312,[1.0],1
62313,[1.0],1
62314,[1.0],1
62315,[2.0],2
62316,[2.0],2
62317,[1.0],1
62318,[2.0],2
62319,[2.0],2
62320,[1.0],1
62321,[3.0],3
62322,[3.0],3
62323,[1.0],1
62324,[2.0],2
62325,[1.0],1
62326,[2.0],2
62327,[2.0],2
62328,[2.0],2
62329,[2.0],2
62330,[1.0],1
62331,[2.0],2
62332,[3.0],3
62333,[1.0],1
62334,[2.0],2
62335,[2.0],2
62336,[3.0],3
62337,[2.0],2
62338,[2.0],2
62339,[1.0],1
62340,[2.0],2
62341,[3.0],3
62342,[1.0],1
62343,[3.0],3
62344,[1.0],1
62345,[1.0],1
62346,[2.0],2
62347,[2.0],2
62348,[2.0],2
62349,[3.0],3
62350,[3.0],3
62351,[2.0],2
62352,[3.0],3
62353,[3.0],3
62354,[1.0],1
62355,[1.0],1
62356,[1.0],1
62357,[2.0],2
62358,[1.0],1
62359,[1.0],1
62360,[2.0],2
62361,[2.0],2
62362,[1.0],1
62363,[2.0],2
62364,[3.0],3
62365,[2.0],2
62366,[1.0],1
62367,[3.0],3
62368,[3.0],3
62369,[1.0],1
62370,[2.0],2
62371,[3.0],3
62372,[2.0],2
62373,[3.0],3
62374,[3.0],3
62375,[2.0],2
62376,[3.0],3
62377,[1.0],1
62378,[2.0],2
62379,[2.0],2
62380,[3.0],3
62381,[2.0],2
62382,[2.0],2
62383,[1.0],1
62384,[1.0],1
62385,[2.0],2
62386,[3.0],3
62387,[3.0],3
62388,[3.0],3
62389,[2.0],2
62390,[2.0],2
62391,[1.0],1
62392,[1.0],1
62393,[1.0],1
62394,[1.0],1
62395,[3.0],3
62396,[2.0],2
62397,[3.0],3
62398,[1.0],1
62399,[1.0],1
62400,[1.0],1
62401,[3.0],3
62402,[3.0],3
62403,[3.0],3
62404,[2.0],2
62405,[1.0],1
62406,[2.0],2
62407,[2.0],2
62408,[1.0],1
62409,[1.0],1
62410,[1.0],1
62411,[1.0],1
62412,[2.0],2
62413,[1.0],1
62414,[3.0],3
62415,[3.0],3
62416,[2.0],2
62417,[1.0],1
62418,[2.0],2
62419,[2.0],2
62420,[1.0],1
62421,[1.0],1
62422,[1.0],1
62423,[3.0],3
62424,[3.0],3
62425,[1.0],1
62426,[3.0],3
62427,[2.0],2
62428,[2.0],2
62429,[3.0],3
62430,[1.0],1
62431,[1.0],1
62432,[3.0],3
62433,[3.0],3
62434,[1.0],1
62435,[1.0],1
62436,[2.0],2
62437,[2.0],2
62438,[1.0],1
62439,[3.0],3
62440,[2.0],2
62441,[3.0],3
62442,[1.0],1
62443,[1.0],1
62444,[3.0],3
62445,[2.0],2
62446,[2.0],2
62447,[1.0],1
62448,[2.0],2
62449,[3.0],3
62450,[3.0],3
62451,[1.0],1
62452,[3.0],3
62453,[3.0],3
62454,[3.0],3
62455,[1.0],1
62456,[3.0],3
62457,[3.0],3
62458,[2.0],2
62459,[3.0],3
62460,[3.0],3
62461,[2.0],2
62462,[2.0],2
62463,[1.0],1
62464,[2.0],2
62465,[1.0],1
62466,[1.0],1
62467,[1.0],1
62468,[1.0],1
62469,[2.0],2
62470,[3.0],3
62471,[3.0],3
62472,[2.0],2
62473,[1.0],1
62474,[3.0],3
62475,[2.0],2
62476,[2.0],2
62477,[2.0],2
62478,[1.0],1
62479,[3.0],3
62480,[1.0],1
62481,[3.0],3
62482,[2.0],2
62483,[1.0],1
62484,[2.0],2
62485,[1.0],1
62486,[3.0],3
62487,[1.0],1
62488,[3.0],3
62489,[2.0],2
62490,[2.0],2
62491,[2.0],2
62492,[2.0],2
62493,[3.0],3
62494,[1.0],1
62495,[2.0],2
62496,[2.0],2
62497,[2.0],2
62498,[1.0],1
62499,[1.0],1
62500,[2.0],2
62501,[2.0],2
62502,[3.0],3
62503,[1.0],1
62504,[2.0],2
62505,[3.0],3
62506,[2.0],2
62507,[1.0],1
62508,[3.0],3
62509,[3.0],3
62510,[2.0],2
62511,[3.0],3
62512,[2.0],2
62513,[1.0],1
62514,[2.0],2
62515,[1.0],1
62516,[1.0],1
62517,[2.0],2
62518,[1.0],1
62519,[1.0],1
62520,[2.0],2
62521,[1.0],1
62522,[2.0],2
62523,[2.0],2
62524,[3.0],3
62525,[1.0],1
62526,[3.0],3
62527,[1.0],1
62528,[1.0],1
62529,[3.0],3
62530,[1.0],1
62531,[3.0],3
62532,[2.0],2
62533,[3.0],3
62534,[3.0],3
62535,[3.0],3
62536,[2.0],2
62537,[1.0],1
62538,[2.0],2
62539,[3.0],3
62540,[3.0],3
62541,[2.0],2
62542,[2.0],2
62543,[1.0],1
62544,[3.0],3
62545,[3.0],3
62546,[3.0],3
62547,[2.0],2
62548,[1.0],1
62549,[2.0],2
62550,[1.0],1
62551,[3.0],3
62552,[2.0],2
62553,[2.0],2
62554,[1.0],1
62555,[1.0],1
62556,[3.0],3
62557,[2.0],2
62558,[1.0],1
62559,[1.0],1
62560,[1.0],1
62561,[2.0],2
62562,[3.0],3
62563,[1.0],1
62564,[3.0],3
62565,[2.0],2
62566,[3.0],3
62567,[1.0],1
62568,[1.0],1
62569,[3.0],3
62570,[3.0],3
62571,[3.0],3
62572,[1.0],1
62573,[2.0],2
62574,[2.0],2
62575,[2.0],2
62576,[1.0],1
62577,[2.0],2
62578,[2.0],2
62579,[1.0],1
62580,[1.0],1
62581,[1.0],1
62582,[2.0],2
62583,[3.0],3
62584,[1.0],1
62585,[3.0],3
62586,[1.0],1
62587,[1.0],1
62588,[1.0],1
62589,[3.0],3
62590,[1.0],1
62591,[1.0],1
62592,[1.0],1
62593,[2.0],2
62594,[1.0],1
62595,[1.0],1
62596,[3.0],3
62597,[3.0],3
62598,[3.0],3
62599,[1.0],1
62600,[3.0],3
62601,[3.0],3
62602,[2.0],2
62603,[1.0],1
62604,[3.0],3
62605,[2.0],2
62606,[1.0],1
62607,[1.0],1
62608,[3.0],3
62609,[2.0],2
62610,[1.0],1
62611,[2.0],2
62612,[1.0],1
62613,[3.0],3
62614,[3.0],3
62615,[1.0],1
62616,[3.0],3
62617,[1.0],1
62618,[2.0],2
62619,[3.0],3
62620,[2.0],2
62621,[1.0],1
62622,[2.0],2
62623,[1.0],1
62624,[2.0],2
62625,[3.0],3
62626,[2.0],2
62627,[3.0],3
62628,[1.0],1
62629,[1.0],1
62630,[2.0],2
62631,[2.0],2
62632,[1.0],1
62633,[1.0],1
62634,[1.0],1
62635,[3.0],3
62636,[2.0],2
62637,[1.0],1
62638,[3.0],3
62639,[3.0],3
62640,[2.0],2
62641,[2.0],2
62642,[3.0],3
62643,[2.0],2
62644,[1.0],1
62645,[2.0],2
62646,[2.0],2
62647,[2.0],2
62648,[2.0],2
62649,[1.0],1
62650,[1.0],1
62651,[3.0],3
62652,[1.0],1
62653,[2.0],2
62654,[1.0],1
62655,[2.0],2
62656,[2.0],2
62657,[2.0],2
62658,[2.0],2
62659,[2.0],2
62660,[3.0],3
62661,[3.0],3
62662,[1.0],1
62663,[2.0],2
62664,[2.0],2
62665,[1.0],1
62666,[2.0],2
62667,[3.0],3
62668,[2.0],2
62669,[1.0],1
62670,[2.0],2
62671,[2.0],2
62672,[3.0],3
62673,[1.0],1
62674,[1.0],1
62675,[3.0],3
62676,[2.0],2
62677,[1.0],1
62678,[3.0],3
62679,[1.0],1
62680,[1.0],1
62681,[1.0],1
62682,[1.0],1
62683,[3.0],3
62684,[2.0],2
62685,[2.0],2
62686,[3.0],3
62687,[2.0],2
62688,[1.0],1
62689,[1.0],1
62690,[3.0],3
62691,[2.0],2
62692,[2.0],2
62693,[3.0],3
62694,[3.0],3
62695,[2.0],2
62696,[3.0],3
62697,[1.0],1
62698,[2.0],2
62699,[3.0],3
62700,[2.0],2
62701,[1.0],1
62702,[3.0],3
62703,[2.0],2
62704,[3.0],3
62705,[1.0],1
62706,[2.0],2
62707,[1.0],1
